files,size,comp_size,line_count,line_length,part,file_type_a,file_type_tech,flag_one,flag_two,note,study_num,permission,legacy_id,timestamp,original_study_id
"MSACC02.TXT",149500,NULL,NULL,NULL,"Central Cities, part 2","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",404,"2008-02-07 10:05:14",277
"MSACC03.DCT",758,NULL,NULL,NULL,"Central Cities, part 3","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",405,"2008-02-07 10:05:15",277
"MSACC03.TXT",142598,NULL,NULL,NULL,"Central Cities, part 3","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",406,"2008-02-07 10:05:15",277
"MSACC04.DCT",970,NULL,NULL,NULL,"Central Cities, part 4","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",407,"2008-02-07 10:05:15",277
"MSACC04.TXT",152201,NULL,NULL,NULL,"Central Cities, part 4","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",408,"2008-02-07 10:05:15",277
"MSACC05.DCT",828,NULL,NULL,NULL,"Central Cities, part 5","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",409,"2008-02-07 10:05:16",277
"MSACC05.TXT",141981,NULL,NULL,NULL,"Central Cities, part 5","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",410,"2008-02-07 10:05:16",277
"MSACC06.DCT",1240,NULL,NULL,NULL,"Central Cities, part 6","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",411,"2008-02-07 10:05:16",277
"MSACC06.TXT",177320,NULL,NULL,NULL,"Central Cities, part 6","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",412,"2008-02-07 10:05:17",277
"MSACC07.DCT",948,NULL,NULL,NULL,"Central Cities, part 7","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",413,"2008-02-07 10:05:17",277
"MSACC07.TXT",163408,NULL,NULL,NULL,"Central Cities, part 7","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",414,"2008-02-07 10:05:17",277
"MSACC08.DCT",772,NULL,NULL,NULL,"Central Cities, part 8","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",415,"2008-02-07 10:05:17",277
"MSACC08.TXT",151205,NULL,NULL,NULL,"Central Cities, part 8","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",416,"2008-02-07 10:05:18",277
"MSACC09.DCT",855,NULL,NULL,NULL,"Central Cities, part 9","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",417,"2008-02-07 10:05:18",277
"MSACC09.TXT",149261,NULL,NULL,NULL,"Central Cities, part 9","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",418,"2008-02-07 10:05:18",277
"MSACC10.DCT",1280,NULL,NULL,NULL,"Central Cities, part 10","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",419,"2008-02-07 10:05:19",277
"MSACC10.TXT",169279,NULL,NULL,NULL,"Central Cities, part 10","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",420,"2008-02-07 10:05:20",277
"MSACC11.DCT",1250,NULL,NULL,NULL,"Central Cities, part 11","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",421,"2008-02-07 10:05:20",277
"MSACC11.TXT",177334,NULL,NULL,NULL,"Central Cities, part 11","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",422,"2008-02-07 10:05:21",277
"MSACC12.DCT",1207,NULL,NULL,NULL,"Central Cities, part 12","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",423,"2008-02-07 10:05:21",277
"MSACC12.TXT",169302,NULL,NULL,NULL,"Central Cities, part 12","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",424,"2008-02-07 10:05:22",277
"MSACC13.DCT",755,NULL,NULL,NULL,"Central Cities, part 13","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",425,"2008-02-07 10:05:23",277
"MSACC13.TXT",124384,NULL,NULL,NULL,"Central Cities, part 13","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",426,"2008-02-07 10:05:23",277
"MSACC14.DCT",1134,NULL,NULL,NULL,"Central Cities, part 14","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",427,"2008-02-07 10:05:23",277
"MSACC14.TXT",154073,NULL,NULL,NULL,"Central Cities, part 14","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",428,"2008-02-07 10:05:24",277
"msaco.dta",1557926,NULL,NULL,NULL,"All County Data","Data","Stata",NULL,NULL,NULL,277,"rwxrwxr-x",429,"2004-06-11 14:52:02",277
"MSACO01.DCT",879,NULL,NULL,NULL,"Counties, part 1","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",430,"2008-02-07 10:05:46",277
"MSACO01.TXT",119311,NULL,NULL,NULL,"Counties, part 1","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",431,"2008-02-07 10:05:47",277
"MSACO02.DCT",1006,NULL,NULL,NULL,"Counties, part 2","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",432,"2008-02-07 10:05:48",277
"MSACO02.TXT",128654,NULL,NULL,NULL,"Counties, part 2","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",433,"2008-02-07 10:05:48",277
"MSACO03.DCT",755,NULL,NULL,NULL,"Counties, part 3","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",434,"2008-02-07 10:05:48",277
"MSACO03.TXT",105116,NULL,NULL,NULL,"Counties, part 3","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",435,"2008-02-07 10:05:49",277
"MSACO04.DCT",1132,NULL,NULL,NULL,"Counties, part 4","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",436,"2008-02-07 10:05:49",277
"MSACO04.TXT",109429,NULL,NULL,NULL,"Counties, part 4","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",437,"2008-02-07 10:05:49",277
"MSACO05.DCT",1256,NULL,NULL,NULL,"Counties, part 5","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",438,"2008-02-07 10:05:50",277
"MSACO05.TXT",132222,NULL,NULL,NULL,"Counties, part 5","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",439,"2008-02-07 10:05:50",277
"MSACO06.DCT",1134,NULL,NULL,NULL,"Counties, part 6","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",440,"2008-02-07 10:05:50",277
"MSACO06.TXT",122288,NULL,NULL,NULL,"Counties, part 6","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",441,"2008-02-07 10:05:53",277
"MSACO07.DCT",1009,NULL,NULL,NULL,"Counties, part 7","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",442,"2008-02-07 10:05:54",277
"MSACO07.TXT",113618,NULL,NULL,NULL,"Counties, part 7","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",443,"2008-02-07 10:06:01",277
"MSACO08.DCT",1010,NULL,NULL,NULL,"Counties, part 8","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",444,"2008-02-07 10:06:02",277
"MSACO08.TXT",108102,NULL,NULL,NULL,"Counties, part 8","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",445,"2008-02-07 10:06:03",277
"MSACO09.DCT",1389,NULL,NULL,NULL,"Counties, part 9","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",446,"2008-02-07 10:06:03",277
"MSACO09.TXT",134190,NULL,NULL,NULL,"Counties, part 9","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",447,"2008-02-07 10:06:03",277
"MSACO10.DCT",1384,NULL,NULL,NULL,"Counties, part 10","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",448,"2008-02-07 10:06:04",277
"MSACO10.TXT",120548,NULL,NULL,NULL,"Counties, part 10","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",449,"2008-02-07 10:06:04",277
"MSACO11.DCT",1132,NULL,NULL,NULL,"Counties, part 11","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",450,"2008-02-07 10:06:05",277
"MSACO11.TXT",109258,NULL,NULL,NULL,"Counties, part 11","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",451,"2008-02-07 10:06:05",277
"MSACO12.DCT",1640,NULL,NULL,NULL,"Counties, part 12","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",452,"2008-02-07 10:06:05",277
"MSACO12.TXT",142584,NULL,NULL,NULL,"Counties, part 12","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",453,"2008-02-07 10:06:06",277
"MSACO13.DCT",1006,NULL,NULL,NULL,"Counties, part 13","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",454,"2008-02-07 10:06:06",277
"MSACO13.TXT",130361,NULL,NULL,NULL,"Counties, part 13","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",455,"2008-02-07 10:06:06",277
"MSACO14.DCT",880,NULL,NULL,NULL,"Counties, part 14","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",456,"2008-02-07 10:06:07",277
"MSACO14.TXT",117393,NULL,NULL,NULL,"Counties, part 14","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",457,"2008-02-07 10:06:08",277
"MSACO15.DCT",1262,NULL,NULL,NULL,"Counties, part 15","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",458,"2008-02-07 10:06:09",277
"MSACO15.TXT",126788,NULL,NULL,NULL,"Counties, part 15","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",459,"2008-02-07 10:06:09",277
"MSACO16.DCT",1007,NULL,NULL,NULL,"Counties, part 16","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",460,"2008-02-07 10:06:23",277
"MSACO16.TXT",118052,NULL,NULL,NULL,"Counties, part 16","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",461,"2008-02-07 10:06:24",277
"MSACO17.DCT",1135,NULL,NULL,NULL,"Counties, part 17","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",462,"2008-02-07 10:06:24",277
"MSACO17.TXT",123482,NULL,NULL,NULL,"Counties, part 17","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",463,"2008-02-07 10:06:24",277
"MSACO18.DCT",1508,NULL,NULL,NULL,"Counties, part 18","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",464,"2008-02-07 10:06:25",277
"MSACO18.TXT",143293,NULL,NULL,NULL,"Counties, part 18","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",465,"2008-02-07 10:06:25",277
"MSACO19.DCT",1008,NULL,NULL,NULL,"Counties, part 19","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",466,"2008-02-07 10:06:26",277
"MSACO19.TXT",125220,NULL,NULL,NULL,"Counties, part 19","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",467,"2008-02-07 10:06:26",277
"MSACO20.DCT",882,NULL,NULL,NULL,"Counties, part 20","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",468,"2008-02-07 10:06:26",277
"MSACO20.TXT",113750,NULL,NULL,NULL,"Counties, part 20","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",469,"2008-02-07 10:06:29",277
"MSACO21.DCT",1133,NULL,NULL,NULL,"Counties, part 21","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",470,"2008-02-07 10:06:36",277
"MSACO21.TXT",129325,NULL,NULL,NULL,"Counties, part 21","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",471,"2008-02-07 10:06:36",277
"MSACO22.DCT",1130,NULL,NULL,NULL,"Counties, part 22","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",472,"2008-02-07 10:06:37",277
"MSACO22.TXT",150048,NULL,NULL,NULL,"Counties, part 22","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",473,"2008-02-07 10:06:38",277
"MSACO23.DCT",1261,NULL,NULL,NULL,"Counties, part 23","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",474,"2008-02-07 10:06:39",277
"MSACO23.TXT",129265,NULL,NULL,NULL,"Counties, part 23","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",475,"2008-02-07 10:06:39",277
"MSACO24.DCT",1007,NULL,NULL,NULL,"Counties, part 24","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",476,"2008-02-07 10:06:39",277
"MSACO24.TXT",99683,NULL,NULL,NULL,"Counties, part 24","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",477,"2008-02-07 10:06:40",277
"MSACO25.DCT",882,NULL,NULL,NULL,"Counties, part 25","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",478,"2008-02-07 10:06:40",277
"MSACO25.TXT",103136,NULL,NULL,NULL,"Counties, part 25","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",479,"2008-02-07 10:06:41",277
"MSACO26.DCT",1261,NULL,NULL,NULL,"Counties, part 26","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",480,"2008-02-07 10:06:42",277
"MSACO26.TXT",107357,NULL,NULL,NULL,"Counties, part 26","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",481,"2008-02-07 10:06:43",277
"MSACO27.DCT",1259,NULL,NULL,NULL,"Counties, part 27","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",482,"2008-02-07 10:09:29",277
"MSACO27.TXT",124932,NULL,NULL,NULL,"Counties, part 27","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",483,"2008-02-07 10:09:29",277
"MSACO28.DCT",1134,NULL,NULL,NULL,"Counties, part 28","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",484,"2008-02-07 10:09:30",277
"MSACO28.TXT",112798,NULL,NULL,NULL,"Counties, part 28","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",485,"2008-02-07 10:09:30",277
"MSACO29.DCT",1386,NULL,NULL,NULL,"Counties, part 29","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",486,"2008-02-07 10:09:30",277
"MSACO29.TXT",130370,NULL,NULL,NULL,"Counties, part 29","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",487,"2008-02-07 10:09:30",277
"MSACO30.DCT",1514,NULL,NULL,NULL,"Counties, part 30","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",488,"2008-02-07 10:09:32",277
"MSACO30.TXT",147751,NULL,NULL,NULL,"Counties, part 30","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",489,"2008-02-07 10:09:31",277
"MSACO31.DCT",1383,NULL,NULL,NULL,"Counties, part 31","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",490,"2008-02-07 10:09:33",277
"MSACO31.TXT",139005,NULL,NULL,NULL,"Counties, part 31","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",491,"2008-02-07 10:09:33",277
"MSACO32.DCT",1004,NULL,NULL,NULL,"Counties, part 32","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",492,"2008-02-07 10:09:34",277
"MSACO32.TXT",134350,NULL,NULL,NULL,"Counties, part 32","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",493,"2008-02-07 10:09:34",277
"MSACO33.DCT",1004,NULL,NULL,NULL,"Counties, part 33","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",494,"2008-02-07 10:09:34",277
"MSACO33.TXT",130078,NULL,NULL,NULL,"Counties, part 33","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",495,"2008-02-07 10:09:34",277
"MSACO34.DCT",754,NULL,NULL,NULL,"Counties, part 34","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",496,"2008-02-07 10:09:35",277
"MSACO34.TXT",95370,NULL,NULL,NULL,"Counties, part 34","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",497,"2008-02-07 10:09:35",277
"MSACO35.DCT",1258,NULL,NULL,NULL,"Counties, part 35","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",498,"2008-02-07 10:09:35",277
"MSACO35.TXT",126644,NULL,NULL,NULL,"Counties, part 35","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",499,"2008-02-07 10:09:35",277
"MSACO36.DCT",1009,NULL,NULL,NULL,"Counties, part 36","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",500,"2008-02-07 10:09:36",277
"MSACO36.TXT",110930,NULL,NULL,NULL,"Counties, part 36","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",501,"2008-02-07 10:09:36",277
"readme.txt",1001,NULL,NULL,NULL,"All  Parts","Readme","Text",NULL,NULL,NULL,277,"rwxrwxr-x",502,"2008-02-07 10:09:36",277
"smdb.txt",343514,NULL,NULL,NULL,"All State Data","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",503,"2008-02-07 10:09:38",277
"STATE037.DCT",1137,NULL,NULL,NULL,"State File 37","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",504,"2008-02-07 10:09:38",277
"STATE037.TXT",4758,NULL,NULL,NULL,"State File 37","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",505,"2008-02-07 10:09:39",277
"STATE038.DCT",1457,NULL,NULL,NULL,"State File 38","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",506,"2008-02-07 10:09:39",277
"STATE038.TXT",9280,NULL,NULL,NULL,"State File 38","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",507,"2008-02-07 10:09:39",277
"STATE039.DCT",1988,NULL,NULL,NULL,"State File 39","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",508,"2008-02-07 10:09:39",277
"STATE039.TXT",8817,NULL,NULL,NULL,"State File 39","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",509,"2008-02-07 10:09:40",277
"STATE040.DCT",2271,NULL,NULL,NULL,"State File 40","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",510,"2008-02-07 10:09:40",277
"STATE040.TXT",11478,NULL,NULL,NULL,"State File 40","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",511,"2008-02-07 10:09:40",277
"STATE041.DCT",1791,NULL,NULL,NULL,"State File 41","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",512,"2008-02-07 10:09:40",277
"STATE041.TXT",10421,NULL,NULL,NULL,"State File 41","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",513,"2008-02-07 10:09:41",277
"STATE042.DCT",1132,NULL,NULL,NULL,"State File 42","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",514,"2008-02-07 10:09:41",277
"STATE042.TXT",6421,NULL,NULL,NULL,"State File 42","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",515,"2008-02-07 10:09:41",277
"STATE043.DCT",1435,NULL,NULL,NULL,"State File 43","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",516,"2008-02-07 10:09:41",277
"STATE043.TXT",8580,NULL,NULL,NULL,"State File 43","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",517,"2008-02-07 10:09:42",277
"STATE044.DCT",2055,NULL,NULL,NULL,"State File 44","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",518,"2008-02-07 10:09:42",277
"STATE044.TXT",10654,NULL,NULL,NULL,"State File 44","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",519,"2008-02-07 10:09:42",277
"STATE045.DCT",1946,NULL,NULL,NULL,"State File 45","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",520,"2008-02-07 10:09:43",277
"STATE045.TXT",10756,NULL,NULL,NULL,"State File 45","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",521,"2008-02-07 10:09:43",277
"STATE046.DCT",1895,NULL,NULL,NULL,"State File 46","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",522,"2008-02-07 10:09:43",277
"STATE046.TXT",10987,NULL,NULL,NULL,"State File 46","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",523,"2008-02-07 10:09:43",277
"STATE047.DCT",1516,NULL,NULL,NULL,"State File 47","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",524,"2008-02-07 10:09:44",277
"STATE047.TXT",8933,NULL,NULL,NULL,"State File 47","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",525,"2008-02-07 10:09:44",277
"STATE048.DCT",1498,NULL,NULL,NULL,"State File 48","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",526,"2008-02-07 10:09:44",277
"STATE048.TXT",7377,NULL,NULL,NULL,"State File 48","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",527,"2008-02-07 10:09:44",277
"STATE049.DCT",1566,NULL,NULL,NULL,"State File 49","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",528,"2008-02-07 10:09:45",277
"STATE049.TXT",8390,NULL,NULL,NULL,"State File 49","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",529,"2008-02-07 10:09:45",277
"STATE050.DCT",1895,NULL,NULL,NULL,"State File 50","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",530,"2008-02-07 10:09:45",277
"STATE050.TXT",7852,NULL,NULL,NULL,"State File 50","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",531,"2008-02-07 10:09:45",277
"STATE051.DCT",2431,NULL,NULL,NULL,"State File 51","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",532,"2008-02-07 10:09:46",277
"STATE051.TXT",8503,NULL,NULL,NULL,"State File 51","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",533,"2008-02-07 10:09:46",277
"STATE052.DCT",1693,NULL,NULL,NULL,"State File 52","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",534,"2008-02-07 10:09:46",277
"STATE052.TXT",5526,NULL,NULL,NULL,"State File 52","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",535,"2008-02-07 10:09:47",277
"STATE053.DCT",2942,NULL,NULL,NULL,"State File 53","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",536,"2008-02-07 10:09:47",277
"STATE053.TXT",10410,NULL,NULL,NULL,"State File 53","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",537,"2008-02-07 10:09:47",277
"STATE054.DCT",1778,NULL,NULL,NULL,"State File 54","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",538,"2008-02-07 10:09:47",277
"STATE054.TXT",8150,NULL,NULL,NULL,"State File 54","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",539,"2008-02-07 10:09:48",277
"STATE055.DCT",1641,NULL,NULL,NULL,"State File 55","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",540,"2008-02-07 10:09:48",277
"STATE055.TXT",8217,NULL,NULL,NULL,"State File 55","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",541,"2008-02-07 10:09:48",277
"STATE056.DCT",2305,NULL,NULL,NULL,"State File 56","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",542,"2008-02-07 10:09:49",277
"STATE056.TXT",10963,NULL,NULL,NULL,"State File 56","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",543,"2008-02-07 10:09:49",277
"STATE057.DCT",1642,NULL,NULL,NULL,"State File 57","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",544,"2008-02-07 10:09:49",277
"STATE057.TXT",7571,NULL,NULL,NULL,"State File 57","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",545,"2008-02-07 10:09:49",277
"STATE058.DCT",1697,NULL,NULL,NULL,"State File 58","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",546,"2008-02-07 10:09:50",277
"STATE058.TXT",8692,NULL,NULL,NULL,"State File 58","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",547,"2008-02-07 10:09:50",277
"STATE059.DCT",1243,NULL,NULL,NULL,"State File 59","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",548,"2008-02-07 10:09:50",277
"STATE059.TXT",6870,NULL,NULL,NULL,"State File 59","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",549,"2008-02-07 10:09:51",277
"STATE060.DCT",1278,NULL,NULL,NULL,"State File 60","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",550,"2008-02-07 10:09:51",277
"STATE060.TXT",7444,NULL,NULL,NULL,"State File 60","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",551,"2008-02-07 10:09:51",277
"STATE061.DCT",1535,NULL,NULL,NULL,"State File 61","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",552,"2008-02-07 10:09:51",277
"STATE061.TXT",8494,NULL,NULL,NULL,"State File 61","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",553,"2008-02-07 10:09:52",277
"STATE062.DCT",983,NULL,NULL,NULL,"State File 62","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",554,"2008-02-07 10:09:52",277
"STATE062.TXT",7123,NULL,NULL,NULL,"State File 62","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",555,"2008-02-07 10:09:52",277
"STATE063.DCT",1070,NULL,NULL,NULL,"State File 63","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",556,"2008-02-07 10:09:53",277
"STATE063.TXT",7107,NULL,NULL,NULL,"State File 63","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",557,"2008-02-07 10:09:53",277
"STATE064.DCT",797,NULL,NULL,NULL,"State File 64","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",558,"2008-02-07 10:09:53",277
"STATE064.TXT",5514,NULL,NULL,NULL,"State File 64","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",559,"2008-02-07 10:09:53",277
"STATE065.DCT",1566,NULL,NULL,NULL,"State File 65","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",560,"2008-02-07 10:09:54",277
"STATE065.TXT",7063,NULL,NULL,NULL,"State File 65","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",561,"2008-02-07 10:09:54",277
"STATE066.DCT",906,NULL,NULL,NULL,"State File 66","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",562,"2008-02-07 10:09:54",277
"STATE066.TXT",4862,NULL,NULL,NULL,"State File 66","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",563,"2008-02-07 10:09:55",277
"STATE067.DCT",1557,NULL,NULL,NULL,"State File 67","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",564,"2008-02-07 10:09:55",277
"STATE067.TXT",9197,NULL,NULL,NULL,"State File 67","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",565,"2008-02-07 10:09:56",277
"STATE068.DCT",1376,NULL,NULL,NULL,"State File 68","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",566,"2008-02-07 10:09:56",277
"STATE068.TXT",7527,NULL,NULL,NULL,"State File 68","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",567,"2008-02-07 10:09:57",277
"STATE069.DCT",1265,NULL,NULL,NULL,"State File 69","Codebook","Text",NULL,NULL,NULL,277,"rwxrwxr-x",568,"2008-02-07 10:09:57",277
"STATE069.TXT",6893,NULL,NULL,NULL,"State File 69","Data","Text",NULL,NULL,NULL,277,"rwxrwxr-x",569,"2008-02-07 10:09:57",277
